w:\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.19-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		     9 Close stmt	
		     9 Prepare	SELECT `char_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`rename`,`delete_date`,`robe`,`moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `account_id`='2000003' AND `char_num` < '30'
		     9 Close stmt	
		     9 Prepare	SELECT `char_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`rename`,`delete_date`,`robe`,`moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `account_id`='2000003' AND `char_num` < '30'
		     9 Close stmt	
		     9 Prepare	SELECT `char_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`rename`,`delete_date`,`robe`,`moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `account_id`='2000003' AND `char_num` < '30'
		     9 Close stmt	
		     9 Prepare	SELECT `char_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`rename`,`delete_date`,`robe`,`moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `account_id`='2000003' AND `char_num` < '30'
		     9 Close stmt	
240718  8:53:19	     9 Query	SELECT `char_id` FROM `char` WHERE `account_id`='2000003' AND `char_num`='2' AND `delete_date` = 0
		     9 Query	UPDATE `char` SET `online`='1', `last_login`=NOW() WHERE `char_id`='4' LIMIT 1
		     9 Query	SELECT guild_id FROM `char` WHERE char_id='4'
		     9 Prepare	SELECT `char_id`,`account_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`party_id`,`guild_id`,`pet_id`,`homun_id`,`elemental_id`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`last_x`,`last_y`,`save_map`,`save_x`,`save_y`,`partner_id`,`father`,`mother`,`child`,`fame`,`rename`,`delete_date`,`robe`, `moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`clan_id`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `char_id`=? LIMIT 1
		     9 Execute	SELECT `char_id`,`account_id`,`char_num`,`name`,`class`,`base_level`,`job_level`,`base_exp`,`job_exp`,`zeny`,`str`,`agi`,`vit`,`int`,`dex`,`luk`,`max_hp`,`hp`,`max_sp`,`sp`,`status_point`,`skill_point`,`option`,`karma`,`manner`,`party_id`,`guild_id`,`pet_id`,`homun_id`,`elemental_id`,`hair`,`hair_color`,`clothes_color`,`body`,`weapon`,`shield`,`head_top`,`head_mid`,`head_bottom`,`last_map`,`last_x`,`last_y`,`save_map`,`save_x`,`save_y`,`partner_id`,`father`,`mother`,`child`,`fame`,`rename`,`delete_date`,`robe`, `moves`,`unban_time`,`font`,`uniqueitem_counter`,`sex`,`hotkey_rowshift`,`clan_id`,`title_id`,`show_equip`,`hotkey_rowshift2` FROM `char` WHERE `char_id`=4 LIMIT 1
		     9 Close stmt	
		     9 Prepare	SELECT `map`,`x`,`y` FROM `memo` WHERE `char_id`=? ORDER by `memo_id` LIMIT 3
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `lv`,`flag` FROM `skill` WHERE `char_id`=? LIMIT 1250
		     9 Execute	SELECT `id`, `lv`,`flag` FROM `skill` WHERE `char_id`=4 LIMIT 1250
		     9 Close stmt	
		     9 Prepare	SELECT c.`account_id`, c.`char_id`, c.`name` FROM `char` c LEFT JOIN `friends` f ON f.`friend_id` = c.`char_id` WHERE f.`char_id`=? LIMIT 40
		     9 Execute	SELECT c.`account_id`, c.`char_id`, c.`name` FROM `char` c LEFT JOIN `friends` f ON f.`friend_id` = c.`char_id` WHERE f.`char_id`=4 LIMIT 40
		     9 Close stmt	
		     9 Prepare	SELECT `hotkey`, `type`, `itemskill_id`, `skill_lvl` FROM `hotkey` WHERE `char_id`=?
		     9 Query	SELECT `merc_id`, `arch_calls`, `arch_faith`, `spear_calls`, `spear_faith`, `sword_calls`, `sword_faith` FROM `mercenary_owner` WHERE `char_id` = '4'
		     9 Close stmt	
		     9 Query	INSERT INTO `charlog`(`time`, `account_id`,`char_num`,`name`) VALUES (NOW(), '2000003', '2', 'Croc GK')
		    10 Query	UPDATE `login` SET `web_auth_token_enabled` = '1' WHERE `account_id` = '2000003'
		     9 Query	UPDATE `char` SET `online`='1', `last_login`=NOW() WHERE `char_id`='4' LIMIT 1
		    10 Query	UPDATE `login` SET `web_auth_token_enabled` = '1' WHERE `account_id` = '2000003'
		     9 Query	SELECT `key`, `index`, `value` FROM `char_reg_str` WHERE `char_id`='4'
		     9 Query	SELECT `key`, `index`, `value` FROM `char_reg_num` WHERE `char_id`='4'
		     9 Query	SELECT `key`, `index`, `value` FROM `acc_reg_str` WHERE `account_id`='2000003'
		     9 Query	SELECT `key`, `index`, `value` FROM `acc_reg_num` WHERE `account_id`='2000003'
		    10 Query	SELECT `key`, `index`, `value` FROM `global_acc_reg_str` WHERE `account_id`='2000003'
		    10 Query	SELECT `key`, `index`, `value` FROM `global_acc_reg_num` WHERE `account_id`='2000003'
		     9 Prepare	SELECT `id`,`nameid`,`amount`,`equip`,`identify`,`refine`,`attribute`,`expire_time`,`bound`,`unique_id`,`enchantgrade`,`card0`,`card1`,`card2`,`card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `storage` WHERE `account_id`=? ORDER BY `nameid`
		     9 Close stmt	
		     9 Prepare	SELECT `id`,`nameid`,`amount`,`equip`,`identify`,`refine`,`attribute`,`expire_time`,`bound`,`unique_id`,`enchantgrade`,`card0`,`card1`,`card2`,`card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`=? ORDER BY `nameid`
		     9 Close stmt	
		     9 Prepare	SELECT `id`,`nameid`,`amount`,`equip`,`identify`,`refine`,`attribute`,`expire_time`,`bound`,`unique_id`,`enchantgrade`, `favorite`, `equip_switch`,`card0`,`card1`,`card2`,`card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`=? ORDER BY `nameid`
		     9 Close stmt	
		     9 Query	SELECT skill, tick FROM `skillcooldown` WHERE `account_id` = '2000003' AND `char_id`='4'
		     9 Prepare	SELECT `script`, `tick`, `flag`, `type`, `icon` FROM `bonus_script` WHERE `char_id` = '4' LIMIT 50
		     9 Close stmt	
		     9 Query	SELECT `id` FROM `mail` WHERE `dest_id`='4' AND `status` < 3 ORDER BY `id` LIMIT 31
		     9 Prepare	SELECT `quest_id`, `state`, `time`, `count1`, `count2`, `count3` FROM `quest` WHERE `char_id`=?
		     9 Close stmt	
		     9 Prepare	SELECT `id`, COALESCE(UNIX_TIMESTAMP(`completed`),0), COALESCE(UNIX_TIMESTAMP(`rewarded`),0), `count1`, `count2`, `count3`, `count4`, `count5`, `count6`, `count7`, `count8`, `count9`, `count10` FROM `achievement` WHERE `char_id` = '4'
		     9 Close stmt	
		     9 Query	REPLACE INTO `char_reg_num` (`char_id`,`key`,`index`,`value`) VALUES ('4','i','0','7')
		     9 Query	SELECT type, tick, val1, val2, val3, val4 from `sc_data` WHERE `account_id` = '2000003' AND `char_id`='4'
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
240718  8:53:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:54:15	     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Query	DELETE FROM `char_reg_num` WHERE `char_id` = '4' AND `key` = 'ARG0' AND `index` = '0' LIMIT 1
		     9 Query	UPDATE `char` SET `base_level`='150', `job_level`='70',`base_exp`='99999999', `job_exp`='999999999', `zeny`='2000023888',`max_hp`='8332',`hp`='9165',`max_sp`='597',`sp`='597',`status_point`='1',`skill_point`='27',`str`='32767',`agi`='99',`vit`='1',`int`='1',`dex`='1',`luk`='99',`option`='0',`party_id`='9',`guild_id`='0',`pet_id`='0',`homun_id`='0',`elemental_id`='0',`weapon`='16',`shield`='0',`head_top`='751',`head_mid`='1888',`head_bottom`='0',`last_map`='va_orpha',`last_x`='268',`last_y`='369',`save_map`='moc_pryd06',`save_x`='102',`save_y`='179', `rename`='0',`delete_date`='0',`robe`='0',`moves`='0',`font`='0',`uniqueitem_counter`='144',`hotkey_rowshift`='0', `clan_id`='0', `title_id`='0', `show_equip`='0', `hotkey_rowshift2`='0' WHERE `account_id`='2000003' AND `char_id` = '4'
		     9 Query	DELETE FROM `skill` WHERE `char_id`='4'
		     9 Query	INSERT INTO `skill`(`char_id`,`id`,`lv`,`flag`) VALUES ('4','1','1','0'),('4','4','10','0'),('4','9','10','0'),('4','28','3','0'),('4','29','1','0'),('4','49','10','0'),('4','51','1','0'),('4','52','1','0'),('4','53','1','0'),('4','66','5','0'),('4','78','1','0'),('4','93','1','0'),('4','114','5','0'),('4','134','10','0'),('4','135','10','0'),('4','136','10','0'),('4','137','1','0'),('4','138','7','0'),('4','265','3','0'),('4','270','5','0'),('4','376','5','0'),('4','423','10','0'),('4','1013','1','0'),('4','2022','5','0'),('4','2034','1','0'),('4','2053','5','0'),('4','2257','10','0'),('4','2307','5','0'),('4','2326','10','0'),('4','2329','10','0'),('4','2338','10','0'),('4','5014','1','0')
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
240718  8:54:21	    13 Prepare	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', ?, 'va_orpha', ?)
		    13 Execute	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', 'Croc GK', 'va_orpha', '@refresh')
		    13 Close stmt	
240718  8:54:28	    13 Prepare	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', ?, 'va_orpha', ?)
		    13 Execute	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', 'Croc GK', 'va_orpha', '@refresh')
		    13 Close stmt	
240718  8:54:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:55:14	    13 Prepare	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', ?, 'va_orpha', ?)
		    13 Execute	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', 'Croc GK', 'va_orpha', '@refresh')
		    13 Close stmt	
240718  8:55:25	    13 Prepare	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', ?, 'va_orpha', ?)
		    13 Execute	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', 'Croc GK', 'va_orpha', '@refresh')
		    13 Close stmt	
240718  8:55:45	     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Query	DELETE FROM `char_reg_num` WHERE `char_id` = '4' AND `key` = 'ARG0' AND `index` = '0' LIMIT 1
		     9 Query	UPDATE `char` SET `base_level`='150', `job_level`='70',`base_exp`='99999999', `job_exp`='999999999', `zeny`='2000023888',`max_hp`='8332',`hp`='9165',`max_sp`='597',`sp`='597',`status_point`='1',`skill_point`='27',`str`='32767',`agi`='99',`vit`='1',`int`='1',`dex`='1',`luk`='99',`option`='0',`party_id`='9',`guild_id`='0',`pet_id`='0',`homun_id`='0',`elemental_id`='0',`weapon`='16',`shield`='0',`head_top`='751',`head_mid`='1888',`head_bottom`='0',`last_map`='va_orpha',`last_x`='264',`last_y`='360',`save_map`='moc_pryd06',`save_x`='102',`save_y`='179', `rename`='0',`delete_date`='0',`robe`='0',`moves`='0',`font`='0',`uniqueitem_counter`='144',`hotkey_rowshift`='0', `clan_id`='0', `title_id`='0', `show_equip`='0', `hotkey_rowshift2`='0' WHERE `account_id`='2000003' AND `char_id` = '4'
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
240718  8:55:49	    13 Prepare	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', ?, 'va_orpha', ?)
		    13 Execute	INSERT DELAYED INTO `atcommandlog` (`atcommand_date`, `account_id`, `char_id`, `char_name`, `map`, `command`) VALUES (NOW(), '2000003', '4', 'Croc GK', 'va_orpha', '@refresh')
		    13 Close stmt	
240718  8:55:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:56:01	     9 Query	DELETE FROM `sc_data` where `account_id` = 2000003 and `char_id` = 4
		     9 Query	DELETE FROM `bonus_script` WHERE `char_id` = '4'
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `favorite`, `equip_switch`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Prepare	SELECT `id`, `nameid`, `amount`, `equip`, `identify`, `refine`, `attribute`, `expire_time`, `bound`, `unique_id`, `enchantgrade`, `card0`, `card1`, `card2`, `card3`, `option_id0`, `option_val0`, `option_parm0`, `option_id1`, `option_val1`, `option_parm1`, `option_id2`, `option_val2`, `option_parm2`, `option_id3`, `option_val3`, `option_parm3`, `option_id4`, `option_val4`, `option_parm4` FROM `cart_inventory` WHERE `char_id`='4'
		     9 Close stmt	
		     9 Query	DELETE FROM `char_reg_num` WHERE `char_id` = '4' AND `key` = 'ARG0' AND `index` = '0' LIMIT 1
		     9 Query	DELETE FROM `skill` WHERE `char_id`='4'
		     9 Query	INSERT INTO `skill`(`char_id`,`id`,`lv`,`flag`) VALUES ('4','1','1','0'),('4','4','10','0'),('4','9','10','0'),('4','28','3','0'),('4','29','1','0'),('4','49','10','0'),('4','51','1','0'),('4','52','1','0'),('4','53','1','0'),('4','66','5','0'),('4','78','1','0'),('4','93','1','0'),('4','114','5','0'),('4','134','10','0'),('4','135','10','0'),('4','136','10','0'),('4','137','1','0'),('4','138','7','0'),('4','265','3','0'),('4','270','5','0'),('4','376','5','0'),('4','423','10','0'),('4','1013','1','0'),('4','2022','5','0'),('4','2034','1','0'),('4','2053','5','0'),('4','2257','10','0'),('4','2307','5','0'),('4','2326','10','0'),('4','2329','10','0'),('4','2338','10','0'),('4','5014','1','0')
		     9 Query	UPDATE `char` SET `online`='0' WHERE `char_id`='4' LIMIT 1
		    10 Query	SELECT `account_id`,`userid`,`user_pass`,`sex`,`email`,`group_id`,`state`,`unban_time`,`expiration_time`,`logincount`,`lastlogin`,`last_ip`,`birthdate`,`character_slots`,`pincode`, `pincode_change` FROM `login` WHERE `account_id` = 2000003
		    10 Query	UPDATE `login` SET `web_auth_token_enabled` = '0' WHERE `account_id` = '2000003'
240718  8:56:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:57:50	     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:58:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
240718  8:59:50	     9 Query	DELETE FROM `mail`WHERE `type` = '2' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
		     9 Query	SELECT `m`.`id`, `c`.`char_id`, `c`.`account_id`, `c2`.`account_id` FROM `mail` `m` INNER JOIN `char` `c` ON `c`.`char_id`=`m`.`dest_id` INNER JOIN `char` `c2` ON `c2`.`char_id`=`m`.`send_id` WHERE `type` = '2' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY ) ORDER BY `id` LIMIT 101
		     9 Query	DELETE FROM `mail`WHERE `type` = '0' AND `send_id` = '0' AND `time` <= UNIX_TIMESTAMP( NOW() - INTERVAL 15 DAY )
